UNF 280,Stomping Ground,,0,0.0,0,0,0,32.00
UNF 282,Godless Shrine,,0,0.0,0,0,0,32.00
UNF 286,Breeding Pool,,0,0.0,0,0,0,34.00
UNF 285,Sacred Foundry,,0,0.0,0,0,0,38.00
UNF 283,Steam Vents,,0,0.0,0,0,0,38.00
UNF 281,Temple Garden,,0,0.0,0,0,0,20.00
UNF 277,Hallowed Fountain,,0,0.0,0,0,0,28.00
UNF 278,Watery Grave,,0,0.0,0,0,0,32.00
UNF 279,Blood Crypt,,0,0.0,0,0,0,34.00
UNF 284,Overgrown Tomb,,0,0.0,0,0,0,20.00
UNF 267,Myra the Magnificent,,0,0.0,0,0,0,1.00
UNF 263,Magar of the Magic Strings,,0,0.0,0,0,0,1.00
UNF 276,Space Beleren,,0,0.0,0,0,0,1.00
UNF 270,The Space Family Goblinson,,0,0.0,0,0,0,0.50
UNF 259,"Dee Kay, Finder of the Lost",,0,0.0,0,0,0,0.50
UNF 271,"Spinnerette, Arachnobat",,0,0.0,0,0,0,0.50
UNF 261,It Came from Planet Glurg,,0,0.0,0,0,0,1.00
UNF 266,The Most Dangerous Gamer,,0,0.0,0,0,0,0.50
UNF 252,Hardy of Myra's Marvels,,0,0.0,0,0,0,0.50
UNF 245,Katerina of Myra's Marvels,,0,0.0,0,0,0,0.50
UNF 265,"Monoxa, Midway Manager",,0,0.0,0,0,0,0.50
UNF 251,"Vorthos, Steward of Myth",,0,0.0,0,0,0,1.00
UNF 257,Captain Rex Nebula,,0,0.0,0,0,0,0.50
UNF 250,Ignacio of Myra's Marvels,,0,0.0,0,0,0,0.50
UNF 275,"Comet, Stellar Pup",,0,0.0,0,0,0,11.00
UNF 254,Ambassador Blorpityblorpboop,,0,0.0,0,0,0,0.50
UNF 268,"Pietra, Crafter of Clowns",,0,0.0,0,0,0,0.50
UNF 249,Devil K. Nevil,,0,0.0,0,0,0,0.50
UNF 247,Fluros of Myra's Marvels,,0,0.0,0,0,0,0.50
UNF 253,"Jermane, Pride of the Circus",,0,0.0,0,0,0,0.50
UNF 264,Meet and Greet "Sisay",,0,0.0,0,0,0,0.50
UNF 272,"Truss, Chief Engineer",,0,0.0,0,0,0,0.50
UNF 255,Angelic Harold,,0,0.0,0,0,0,0.50
UNF 273,Tusk and Whiskers,,0,0.0,0,0,0,0.50
UNF 256,""Brims" Barone, Midway Mobster",,0,0.0,0,0,0,0.50
UNF 258,"Claire D'Loon, Joy Sculptor",,0,0.0,0,0,0,0.50
UNF 274,"D00-DL, Caricaturist",,0,0.0,0,0,0,0.50
UNF 260,Grand Marshal Macie,,0,0.0,0,0,0,1.00
UNF 262,"Lila, Hospitality Hostess",,0,0.0,0,0,0,1.00
UNF 248,Nocturno of Myra's Marvels,,0,0.0,0,0,0,0.50
UNF 269,"Roxi, Publicist to the Stars",,0,0.0,0,0,0,0.50
UNF 246,"Solaflora, Intergalactic Icon",,0,0.0,0,0,0,0.50
UNF 529F,Watery Grave,,0,0.0,0,0,0,104.00
UNF 282F,Godless Shrine,,0,0.0,0,0,0,30.00
UNF 286F,Breeding Pool,,0,0.0,0,0,0,32.00
UNF 278F,Watery Grave,,0,0.0,0,0,0,44.00
UNF 283F,Steam Vents,,0,0.0,0,0,0,32.00
UNF 534F,Steam Vents,,0,0.0,0,0,0,128.00
UNF 285F,Sacred Foundry,,0,0.0,0,0,0,32.00
UNF 280F,Stomping Ground,,0,0.0,0,0,0,28.00
UNF 284F,Overgrown Tomb,,0,0.0,0,0,0,20.00
UNF 279F,Blood Crypt,,0,0.0,0,0,0,28.00
UNF 277F,Hallowed Fountain,,0,0.0,0,0,0,28.00
UNF 281F,Temple Garden,,0,0.0,0,0,0,22.00
UNF 533F,Godless Shrine,,0,0.0,0,0,0,120.00
UNF 275F,"Comet, Stellar Pup",,0,0.0,0,0,0,8.00
UNF 526F,"Comet, Stellar Pup",,0,0.0,0,0,0,11.00
UNF 263F,Magar of the Magic Strings,,0,0.0,0,0,0,1.50
UNF 518F,Myra the Magnificent,,0,0.0,0,0,0,1.00
UNF 517F,The Most Dangerous Gamer,,0,0.0,0,0,0,0.50
UNF 267F,Myra the Magnificent,,0,0.0,0,0,0,1.00
UNF 261F,It Came from Planet Glurg,,0,0.0,0,0,0,1.00
UNF 249F,Devil K. Nevil,,0,0.0,0,0,0,0.50
UNF 266F,The Most Dangerous Gamer,,0,0.0,0,0,0,0.50
UNF 530F,Blood Crypt,,0,0.0,0,0,0,96.00
UNF 528F,Hallowed Fountain,,0,0.0,0,0,0,96.00
UNF 514F,Magar of the Magic Strings,,0,0.0,0,0,0,2.50
UNF 257F,Captain Rex Nebula,,0,0.0,0,0,0,0.50
UNF 247F,Fluros of Myra's Marvels,,0,0.0,0,0,0,0.50
UNF 527F,Space Beleren,,0,0.0,0,0,0,1.00
UNF 276F,Space Beleren,,0,0.0,0,0,0,1.00
UNF 521F,The Space Family Goblinson,,0,0.0,0,0,0,0.50
UNF 272F,"Truss, Chief Engineer",,0,0.0,0,0,0,0.50
UNF 508F,Captain Rex Nebula,,0,0.0,0,0,0,0.50
UNF 501F,Ignacio of Myra's Marvels,,0,0.0,0,0,0,0.50
UNF 253F,"Jermane, Pride of the Circus",,0,0.0,0,0,0,0.50
UNF 496F,Katerina of Myra's Marvels,,0,0.0,0,0,0,0.50
UNF 511F,Grand Marshal Macie,,0,0.0,0,0,0,1.00
UNF 512F,It Came from Planet Glurg,,0,0.0,0,0,0,1.00
UNF 513F,"Lila, Hospitality Hostess",,0,0.0,0,0,0,1.00
UNF 262F,"Lila, Hospitality Hostess",,0,0.0,0,0,0,1.00
UNF 254F,Ambassador Blorpityblorpboop,,0,0.0,0,0,0,0.50
UNF 525F,"D00-DL, Caricaturist",,0,0.0,0,0,0,0.50
UNF 510F,"Dee Kay, Finder of the Lost",,0,0.0,0,0,0,0.50
UNF 516F,"Monoxa, Midway Manager",,0,0.0,0,0,0,0.50
UNF 265F,"Monoxa, Midway Manager",,0,0.0,0,0,0,0.50
UNF 522F,"Spinnerette, Arachnobat",,0,0.0,0,0,0,0.50
UNF 256F,""Brims" Barone, Midway Mobster",,0,0.0,0,0,0,0.50
UNF 509F,"Claire D'Loon, Joy Sculptor",,0,0.0,0,0,0,0.50
UNF 274F,"D00-DL, Caricaturist",,0,0.0,0,0,0,0.50
UNF 252F,Hardy of Myra's Marvels,,0,0.0,0,0,0,0.50
UNF 504F,"Jermane, Pride of the Circus",,0,0.0,0,0,0,0.50
UNF 519F,"Pietra, Crafter of Clowns",,0,0.0,0,0,0,0.50
UNF 524F,Tusk and Whiskers,,0,0.0,0,0,0,0.50
UNF 507F,""Brims" Barone, Midway Mobster",,0,0.0,0,0,0,0.50
UNF 505F,Ambassador Blorpityblorpboop,,0,0.0,0,0,0,0.50
UNF 506F,Angelic Harold,,0,0.0,0,0,0,0.50
UNF 255F,Angelic Harold,,0,0.0,0,0,0,0.50
UNF 537F,Breeding Pool,,0,0.0,0,0,0,76.00
UNF 258F,"Claire D'Loon, Joy Sculptor",,0,0.0,0,0,0,0.50
UNF 259F,"Dee Kay, Finder of the Lost",,0,0.0,0,0,0,0.50
UNF 500F,Devil K. Nevil,,0,0.0,0,0,0,0.50
UNF 498F,Fluros of Myra's Marvels,,0,0.0,0,0,0,0.50
UNF 260F,Grand Marshal Macie,,0,0.0,0,0,0,1.00
UNF 503F,Hardy of Myra's Marvels,,0,0.0,0,0,0,0.50
UNF 250F,Ignacio of Myra's Marvels,,0,0.0,0,0,0,0.50
UNF 245F,Katerina of Myra's Marvels,,0,0.0,0,0,0,0.50
UNF 515F,Meet and Greet "Sisay",,0,0.0,0,0,0,0.50
UNF 264F,Meet and Greet "Sisay",,0,0.0,0,0,0,0.50
UNF 499F,Nocturno of Myra's Marvels,,0,0.0,0,0,0,0.50
UNF 248F,Nocturno of Myra's Marvels,,0,0.0,0,0,0,0.50
UNF 535F,Overgrown Tomb,,0,0.0,0,0,0,72.00
UNF 268F,"Pietra, Crafter of Clowns",,0,0.0,0,0,0,0.50
UNF 520F,"Roxi, Publicist to the Stars",,0,0.0,0,0,0,0.50
UNF 269F,"Roxi, Publicist to the Stars",,0,0.0,0,0,0,0.50
UNF 536F,Sacred Foundry,,0,0.0,0,0,0,96.00
UNF 497F,"Solaflora, Intergalactic Icon",,0,0.0,0,0,0,0.50
UNF 246F,"Solaflora, Intergalactic Icon",,0,0.0,0,0,0,0.50
UNF 271F,"Spinnerette, Arachnobat",,0,0.0,0,0,0,0.50
UNF 531F,Stomping Ground,,0,0.0,0,0,0,96.00
UNF 532F,Temple Garden,,0,0.0,0,0,0,56.00
UNF 270F,The Space Family Goblinson,,0,0.0,0,0,0,0.50
UNF 523F,"Truss, Chief Engineer",,0,0.0,0,0,0,0.50
UNF 273F,Tusk and Whiskers,,0,0.0,0,0,0,0.50
UNF 502F,"Vorthos, Steward of Myth",,0,0.0,0,0,0,1.00
UNF 251F,"Vorthos, Steward of Myth",,0,0.0,0,0,0,1.00
