BLB 295,Dawn's Truce,,0,0.0,0,0,0,10.00
BLB 291,Dragonhawk,,0,0.0,0,0,0,0
BLB 342,Lumra,,0,0.0,0,0,0,0
BLB 340,Three Tree City,,0,0.0,0,0,0,42.00
BLB 339,Three Tree City,,0,0.0,0,0,0,41.00
BLB 287,Beza,,0,0.0,0,0,0,0
BLB 338,Three Tree City,,0,0.0,0,0,0,38.00
BLB 289,Maha,,0,0.0,0,0,0,0
BLB 294,Ygra,,0,0.0,0,0,0,0
BLB 304,Kitsa,,0,0.0,0,0,0,0
BLB 292,Sunspine Lynx,,0,0.0,0,0,0,4.00
BLB 315,Emberheart Challenger,,0,0.0,0,0,0,5.00
BLB 367,Fabled Passage,,0,0.0,0,0,0,7.00
BLB 341,Ral,,0,0.0,0,0,0,0
BLB 305,Mockingbird,,0,0.0,0,0,0,7.00
BLB 318,Manifold Mouse,,0,0.0,0,0,0,5.00
BLB 308,Valley Floodcaller,,0,0.0,0,0,0,4.50
BLB 290,Rottenmouth Viper,,0,0.0,0,0,0,9.00
BLB 337,Three Tree City,,0,0.0,0,0,0,38.00
BLB 331,Glarb,,0,0.0,0,0,0,0
BLB 283,Season of Weaving,,0,0.0,0,0,0,6.00
BLB 303,Dour Port-Mage,,0,0.0,0,0,0,3.00
BLB 286,Season of Gathering,,0,0.0,0,0,0,8.00
BLB 293,Lumra,,0,0.0,0,0,0,0
BLB 368,Fountainport,,0,0.0,0,0,0,5.50
BLB 332,Helga,,0,0.0,0,0,0,0
BLB 282,Season of the Burrow,,0,0.0,0,0,0,4.00
BLB 288,Eluge,,0,0.0,0,0,0,0
BLB 319,Stormsplitter,,0,0.0,0,0,0,3.00
BLB 328,Camellia,,0,0.0,0,0,0,0
BLB 313,Valley Rotcaller,,0,0.0,0,0,0,2.00
BLB 307,Thundertrap Trainer,,0,0.0,0,0,0,2.50
BLB 284,Season of Loss,,0,0.0,0,0,0,3.00
BLB 322,Keen-Eyed Curator,,0,0.0,0,0,0,1.50
BLB 356,Essence Channeler,,0,0.0,0,0,0,2.00
BLB 334,The Infamous Cruelclaw,,0,0.0,0,0,0,3.00
BLB 299,Valley Questcaller,,0,0.0,0,0,0,1.00
BLB 317,Hired Claw,,0,0.0,0,0,0,3.00
BLB 311,Darkstar Augur,,0,0.0,0,0,0,1.50
BLB 326,Valley Mightcaller,,0,0.0,0,0,0,1.00
BLB 366,Lunar Convocation,,0,0.0,0,0,0,1.00
BLB 321,For the Common Good,,0,0.0,0,0,0,1.50
BLB 300,Warren Warleader,,0,0.0,0,0,0,4.00
BLB 336,Mabel,,0,0.0,0,0,0,0
BLB 363,Pawpatch Recruit,,0,0.0,0,0,0,3.00
BLB 333,Hugs,,0,0.0,0,0,0,0
BLB 359,Iridescent Vinelasher,,0,0.0,0,0,0,2.00
BLB 330,Finneas,,0,0.0,0,0,0,0
BLB 364,Thornvault Forager,,0,0.0,0,0,0,1.50
BLB 362,Fecund Greenshell,,0,0.0,0,0,0,1.00
BLB 298,Starfall Invocation,,0,0.0,0,0,0,1.00
BLB 310,Cruelclaw's Heist,,0,0.0,0,0,0,0.50
BLB 324,Scrapshooter,,0,0.0,0,0,0,0.50
BLB 312,Osteomancer Adept,,0,0.0,0,0,0,1.00
BLB 335,Kastral,,0,0.0,0,0,0,0
BLB 302,Azure Beastbinder,,0,0.0,0,0,0,0.50
BLB 325,Tender Wildguide,,0,0.0,0,0,0,1.00
BLB 285,Season of the Bold,,0,0.0,0,0,0,1.00
BLB 329,Clement,,0,0.0,0,0,0,0
BLB 327,Alania,,0,0.0,0,0,0,0
BLB 323,Mistbreath Elder,,0,0.0,0,0,0,0.50
BLB 314,Wick,,0,0.0,0,0,0,0
BLB 309,Coiling Rebirth,,0,0.0,0,0,0,0.50
BLB 320,Valley Flamecaller,,0,0.0,0,0,0,0.50
BLB 296,Jackdaw Savior,,0,0.0,0,0,0,0.50
BLB 306,Portent of Calamity,,0,0.0,0,0,0,0.50
BLB 301,Whiskervale Forerunner,,0,0.0,0,0,0,0.50
BLB 365,Dreamdew Entrancer,,0,0.0,0,0,0,0.50
BLB 316,Festival of Embers,,0,0.0,0,0,0,0.50
BLB 297,Salvation Swan,,0,0.0,0,0,0,0.50
BLB 361,Hearthborn Battler,,0,0.0,0,0,0,0.50
BLB 360,Byway Barterer,,0,0.0,0,0,0,0.50
BLB 358,Wishing Well,,0,0.0,0,0,0,0.50
BLB 357,Kitnap,,0,0.0,0,0,0,0.50
BLB 353F,Ral,,0,0.0,0,0,0,0
BLB 348F,Finneas,,0,0.0,0,0,0,0
BLB 289F,Maha,,0,0.0,0,0,0,0
BLB 352F,Muerra,,0,0.0,0,0,0,0
BLB 338F,Three Tree City,,0,0.0,0,0,0,56.00
BLB 287F,Beza,,0,0.0,0,0,0,0
BLB 308F,Valley Floodcaller,,0,0.0,0,0,0,11.00
BLB 305F,Mockingbird,,0,0.0,0,0,0,13.00
BLB 315F,Emberheart Challenger,,0,0.0,0,0,0,7.00
BLB 354F,Vren,,0,0.0,0,0,0,0
BLB 355F,Zoraline,,0,0.0,0,0,0,0
BLB 291F,Dragonhawk,,0,0.0,0,0,0,0
BLB 294F,Ygra,,0,0.0,0,0,0,0
BLB 318F,Manifold Mouse,,0,0.0,0,0,0,5.50
BLB 304F,Kitsa,,0,0.0,0,0,0,0
BLB 351F,Mabel,,0,0.0,0,0,0,0
BLB 345F,Baylen,,0,0.0,0,0,0,0
BLB 343F,Lumra,,0,0.0,0,0,0,0
BLB 340F,Three Tree City,,0,0.0,0,0,0,80.00
BLB 295F,Dawn's Truce,,0,0.0,0,0,0,13.00
BLB 344F,Alania,,0,0.0,0,0,0,0
BLB 342F,Lumra,,0,0.0,0,0,0,0
BLB 339F,Three Tree City,,0,0.0,0,0,0,68.00
BLB 346F,Camellia,,0,0.0,0,0,0,0
BLB 350F,Kastral,,0,0.0,0,0,0,0
BLB 337F,Three Tree City,,0,0.0,0,0,0,52.00
BLB 368F,Fountainport,,0,0.0,0,0,0,8.00
BLB 367F,Fabled Passage,,0,0.0,0,0,0,8.00
BLB 341F,Ral,,0,0.0,0,0,0,0
BLB 303F,Dour Port-Mage,,0,0.0,0,0,0,4.00
BLB 293F,Lumra,,0,0.0,0,0,0,0
BLB 347F,Clement,,0,0.0,0,0,0,0
BLB 307F,Thundertrap Trainer,,0,0.0,0,0,0,5.00
BLB 288F,Eluge,,0,0.0,0,0,0,0
BLB 332F,Helga,,0,0.0,0,0,0,0
BLB 317F,Hired Claw,,0,0.0,0,0,0,4.00
BLB 349F,Gev,,0,0.0,0,0,0,0
BLB 319F,Stormsplitter,,0,0.0,0,0,0,5.50
BLB 328F,Camellia,,0,0.0,0,0,0,0
BLB 322F,Keen-Eyed Curator,,0,0.0,0,0,0,2.50
BLB 359F,Iridescent Vinelasher,,0,0.0,0,0,0,2.50
BLB 286F,Season of Gathering,,0,0.0,0,0,0,8.00
BLB 283F,Season of Weaving,,0,0.0,0,0,0,9.00
BLB 334F,The Infamous Cruelclaw,,0,0.0,0,0,0,4.00
BLB 363F,Pawpatch Recruit,,0,0.0,0,0,0,3.50
BLB 326F,Valley Mightcaller,,0,0.0,0,0,0,2.50
BLB 311F,Darkstar Augur,,0,0.0,0,0,0,2.00
BLB 290F,Rottenmouth Viper,,0,0.0,0,0,0,14.00
BLB 292F,Sunspine Lynx,,0,0.0,0,0,0,4.50
BLB 331F,Glarb,,0,0.0,0,0,0,0
BLB 300F,Warren Warleader,,0,0.0,0,0,0,5.50
BLB 310F,Cruelclaw's Heist,,0,0.0,0,0,0,1.50
BLB 313F,Valley Rotcaller,,0,0.0,0,0,0,2.50
BLB 282F,Season of the Burrow,,0,0.0,0,0,0,4.00
BLB 366F,Lunar Convocation,,0,0.0,0,0,0,1.50
BLB 356F,Essence Channeler,,0,0.0,0,0,0,2.50
BLB 321F,For the Common Good,,0,0.0,0,0,0,2.50
BLB 306F,Portent of Calamity,,0,0.0,0,0,0,1.00
BLB 364F,Thornvault Forager,,0,0.0,0,0,0,1.00
BLB 302F,Azure Beastbinder,,0,0.0,0,0,0,1.50
BLB 336F,Mabel,,0,0.0,0,0,0,0
BLB 362F,Fecund Greenshell,,0,0.0,0,0,0,1.50
BLB 299F,Valley Questcaller,,0,0.0,0,0,0,1.50
BLB 333F,Hugs,,0,0.0,0,0,0,0
BLB 327F,Alania,,0,0.0,0,0,0,0
BLB 284F,Season of Loss,,0,0.0,0,0,0,4.00
BLB 329F,Clement,,0,0.0,0,0,0,0
BLB 330F,Finneas,,0,0.0,0,0,0,0
BLB 298F,Starfall Invocation,,0,0.0,0,0,0,1.50
BLB 335F,Kastral,,0,0.0,0,0,0,0
BLB 324F,Scrapshooter,,0,0.0,0,0,0,1.00
BLB 285F,Season of the Bold,,0,0.0,0,0,0,2.00
BLB 325F,Tender Wildguide,,0,0.0,0,0,0,1.00
