 451,The One Ring,,0,0.0,0,0,0,68.00
 7,Dragon Tempest,,0,0.0,0,0,0,38.00
 3,Bolas's Citadel,,0,0.0,0,0,0,7.00
 6,Swords to Plowshares,,0,0.0,0,0,0,450.00
 1,Painter's Servant,,0,0.0,0,0,0,64.00
 32,Void Winnower,,0,0.0,0,0,0,81.00
 4,"Yuriko, the Tiger's Shadow",,0,0.0,0,0,0,49.00
 6,Imperial Seal,,0,0.0,0,0,0,270.00
 3,Yawgmoth's Will,,0,0.0,0,0,0,585.00
 1,Lotus Petal,,0,0.0,0,0,0,24.00
 3,The First Sliver,,0,0.0,0,0,0,21.00
 29,Urza's Saga,,0,0.0,0,0,0,342.00
 1,Intuition,,0,0.0,0,0,0,855.00
 7,Rhystic Study,,0,0.0,0,0,0,207.00
 3,Sol Ring,,0,0.0,0,0,0,315.00
 2,Counterspell,,0,0.0,0,0,0,85.00
 7,Animate Dead,,0,0.0,0,0,0,51.00
 3,"Nykthos, Shrine to Nyx",,0,0.0,0,0,0,49.00
 6,"Korvold, Fae-Cursed King",,0,0.0,0,0,0,34.00
 3,Mox Opal,,0,0.0,0,0,0,162.00
 496,Flusterstorm,,0,0.0,0,0,0,5.00
 1,"Avacyn, Angel of Hope",,0,0.0,0,0,0,180.00
 28,"Vito, Thorn of the Dusk Rose",,0,0.0,0,0,0,6.00
 1,Fabled Passage,,0,0.0,0,0,0,6.00
 1,"Morophon, the Boundless",,0,0.0,0,0,0,21.00
 2,Mana Drain,,0,0.0,0,0,0,135.00
 1,"Xyris, the Writhing Storm",,0,0.0,0,0,0,59.00
 1,Counterspell,,0,0.0,0,0,0,59.00
 275,"Tezzeret, Master of the Bridge",,0,0.0,0,0,0,19.00
 721,Mana Confluence,,0,0.0,0,0,0,37.00
 4,Steel Hellkite,,0,0.0,0,0,0,9.50
 2,Thought Vessel,,0,0.0,0,0,0,1.50
 73,"Sheoldred, Whispering One",,0,0.0,0,0,0,18.00
 278,"Rin and Seri, Inseparable",,0,0.0,0,0,0,30.00
 3,Rarity,,0,0.0,0,0,0,85.00
 5,Mountain,,0,0.0,0,0,0,0.50
 3,Edgar Markov,,0,0.0,0,0,0,180.00
 4,Plains,,0,0.0,0,0,0,85.00
 2,Ponder,,0,0.0,0,0,0,8.00
 1,"Grimlock, Dinobot Leader",,0,0.0,0,0,0,225.00
 2,Enlightened Tutor,,0,0.0,0,0,0,64.00
 728,Phyrexian Arena,,0,0.0,0,0,0,2.50
 23,Dauthi Voidwalker,,0,0.0,0,0,0,85.00
 10,Eye of Ugin,,0,0.0,0,0,0,85.00
 306,Nexus of Fate,,0,0.0,0,0,0,11.00
 16,Stoneforge Mystic,,0,0.0,0,0,0,20.00
 181,Fabricate,,0,0.0,0,0,0,8.00
 377,Archmage Emeritus,,0,0.0,0,0,0,6.00
 2,Sarkhan Unbroken,,0,0.0,0,0,0,14.00
 432,"Voja, Jaws of the Conclave",,0,0.0,0,0,0,6.50
 7,Flooded Strand,,0,0.0,0,0,0,162.00
 1,"Karn, the Great Creator",,0,0.0,0,0,0,10.00
 1,Patchwork Banner,,0,0.0,0,0,0,4.50
 169,"Nissa, Who Shakes the World",,0,0.0,0,0,0,6.50
 17,Moonshaker Cavalry,,0,0.0,0,0,0,72.00
 90,Death Baron,,0,0.0,0,0,0,9.50
 4,Demonic Tutor,,0,0.0,0,0,0,144.00
 4,Liliana of the Dark Realms,,0,0.0,0,0,0,3.50
 3,Demonic Tutor,,0,0.0,0,0,0,270.00
 1,Mental Misstep,,0,0.0,0,0,0,180.00
 7,Island,,0,0.0,0,0,0,85.00
 402,Delighted Halfling,,0,0.0,0,0,0,20.00
 371,Archon of Cruelty,,0,0.0,0,0,0,16.00
 4,"Emrakul, the Aeons Torn",,0,0.0,0,0,0,21.00
 61,"Narset, Parter of Veils",,0,0.0,0,0,0,5.00
 4,Retrofitter Foundry,,0,0.0,0,0,0,17.00
 368,Crypt Ghast,,0,0.0,0,0,0,8.00
 1,Path to Exile,,0,0.0,0,0,0,9.00
 1,Reliquary Tower,,0,0.0,0,0,0,12.00
 2,Princess Twilight Sparkle,,0,0.0,0,0,0,117.00
 27,Dovin's Veto,,0,0.0,0,0,0,4.00
 79,Bolas's Citadel,,0,0.0,0,0,0,11.00
 4,Force of Will,,0,0.0,0,0,0,450.00
 8,"Braids, Arisen Nightmare",,0,0.0,0,0,0,15.00
 1,Lightning Bolt,,0,0.0,0,0,0,6.00
 3,Ethereal Armor,,0,0.0,0,0,0,8.00
 1,Greater Auramancy,,0,0.0,0,0,0,15.00
 298,"Karn, Silver Golem",,0,0.0,0,0,0,64.00
 132,Duress,,0,0.0,0,0,0,55.00
 2013,Stocking Tiger,,0,0.0,0,0,0,117.00
 6,Bloodstained Mire,,0,0.0,0,0,0,207.00
 8,Polluted Delta,,0,0.0,0,0,0,207.00
 398,Trailblazer's Boots,,0,0.0,0,0,0,1.50
 8,"Purphoros, God of the Forge",,0,0.0,0,0,0,30.00
 1,Sol Ring,,0,0.0,0,0,0,4.50
 2,Vampiric Tutor),,0,0.0,0,0,0,135.00
 1,Mutavault,,0,0.0,0,0,0,8.00
 127,"Vito, Thorn of the Dusk Rose",,0,0.0,0,0,0,7.50
 103,Orcish Bowmasters,,0,0.0,0,0,0,72.00
 1,Eggnogger's 'Stache,,0,0.0,0,0,0,51.00
 8,Hero of Bladehold,,0,0.0,0,0,0,6.00
 12,Eternal Witness,,0,0.0,0,0,0,2.00
 4,Crucible of Worlds,,0,0.0,0,0,0,68.00
 5,Herald's Horn,,0,0.0,0,0,0,21.00
 2,Omniscience,,0,0.0,0,0,0,14.00
 373,Living Death,,0,0.0,0,0,0,5.00
 1,Arcane Signet,,0,0.0,0,0,0,15.00
 5,"Doran, the Siege Tower",,0,0.0,0,0,0,28.00
 3,Parallel Lives,,0,0.0,0,0,0,42.00
 7,Chalice of the Void,,0,0.0,0,0,0,55.00
 258,Roaming Throne,,0,0.0,0,0,0,41.00
 26,Beast Whisperer,,0,0.0,0,0,0,5.00
 1,Cultivate,,0,0.0,0,0,0,1.00
 2,Pyroblast,,0,0.0,0,0,0,9.50
 162,"Kogla, the Titan Ape",,0,0.0,0,0,0,5.00
 6,"Emrakul, the Promised End",,0,0.0,0,0,0,108.00
 2,Maze of Ith,,0,0.0,0,0,0,76.00
 152,Maze's End,,0,0.0,0,0,0,3.50
 283,Phyrexian Arena,,0,0.0,0,0,0,2.50
 202,Lightning Dragon,,0,0.0,0,0,0,59.00
 9,Chrome Mox,,0,0.0,0,0,0,153.00
 224,Mox Amber,,0,0.0,0,0,0,99.00
 3,Dragon Token,,0,0.0,0,0,0,12.00
 255,Flusterstorm,,0,0.0,0,0,0,4.50
 5,Smothering Tithe,,0,0.0,0,0,0,41.00
 2,Sliver Legion,,0,0.0,0,0,0,162.00
 8,Food Chain,,0,0.0,0,0,0,49.00
 228,Chromatic Orrery,,0,0.0,0,0,0,37.00
 835,"Kibo, Uktabi Prince",,0,0.0,0,0,0,3.50
 5,Teferi's Protection,,0,0.0,0,0,0,55.00
 1,Arcbound Ravager,,0,0.0,0,0,0,11.00
 386,Thundertrap Trainer,,0,0.0,0,0,0,2.00
 1,Serra Angel,,0,0.0,0,0,0,2.00
 2,Flusterstorm,,0,0.0,0,0,0,68.00
 3,Go for the Throat,,0,0.0,0,0,0,7.00
 2,Grindstone,,0,0.0,0,0,0,14.00
 399,Realmwalker,,0,0.0,0,0,0,5.00
 7,Spellskite,,0,0.0,0,0,0,37.00
 6,"Omnath, Locus of Creation",,0,0.0,0,0,0,85.00
 411,Lotus Bloom,,0,0.0,0,0,0,5.00
 1,Temur Sabertooth,,0,0.0,0,0,0,20.00
 1,Mishra's Toy Workshop,,0,0.0,0,0,0,42.00
 1068,War Room,,0,0.0,0,0,0,3.50
 385,Champion of the Perished,,0,0.0,0,0,0,2.00
 3,Imperial Recruiter,,0,0.0,0,0,0,49.00
 370,Exhume,,0,0.0,0,0,0,5.00
 10,Growing Rites of Itlimoc,,0,0.0,0,0,0,19.00
 384,Chord of Calling,,0,0.0,0,0,0,5.00
 1,Darksteel Colossus,,0,0.0,0,0,0,3.00
 2,"K'rrik, Son of Yawgmoth",,0,0.0,0,0,0,20.00
 123,Beast Whisperer,,0,0.0,0,0,0,5.00
 118,Headless Rider,,0,0.0,0,0,0,5.00
 4,Lightning Strike,,0,0.0,0,0,0,10.00
 1,Serra the Benevolent,,0,0.0,0,0,0,3.00
 1,Nightmare Moon,,0,0.0,0,0,0,76.00
 1,Winged Boots,,0,0.0,0,0,0,76.00
 1,Cryptic Command,,0,0.0,0,0,0,9.50
 10,"Zacama, Primal Calamity",,0,0.0,0,0,0,15.00
 6,Windfall,,0,0.0,0,0,0,4.50
 249,"Chimil, the Inner Sun",,0,0.0,0,0,0,28.00
 271,"Otawara, Soaring City",,0,0.0,0,0,0,28.00
 1,Hangarback Walker,,0,0.0,0,0,0,6.00
 17,Void Winnower,,0,0.0,0,0,0,42.00
 1,Sire of Seven Deaths,,0,0.0,0,0,0,30.00
 369,Damn,,0,0.0,0,0,0,3.00
 386,Ghalta and Mavren,,0,0.0,0,0,0,2.50
 10,Wooded Foothills,,0,0.0,0,0,0,108.00
 5,Deranged Hermit,,0,0.0,0,0,0,68.00
 207,"Nicol Bolas, Dragon-God",,0,0.0,0,0,0,270.00
 12,Thalia and The Gitrog Monster,,0,0.0,0,0,0,68.00
 240,Portal to Phyrexia,,0,0.0,0,0,0,41.00
 1,Sakura-Tribe Elder,,0,0.0,0,0,0,2.00
 3,Dark Confidant,,0,0.0,0,0,0,55.00
 8,Goblin Welder,,0,0.0,0,0,0,55.00
 109,Tree of Perdition,,0,0.0,0,0,0,30.00
 300,Saruman of Many Colors,,0,0.0,0,0,0,68.00
 197,Old Gnawbone,,0,0.0,0,0,0,99.00
 233,Ugin's Labyrinth,,0,0.0,0,0,0,41.00
 9,"Nicol Bolas, the Ravager",,0,0.0,0,0,0,34.00
 1,"Kwain, Itinerant Meddler",,0,0.0,0,0,0,8.00
 193,Dovin's Veto,,0,0.0,0,0,0,5.00
 168,Llanowar Elves,,0,0.0,0,0,0,7.00
 18,Cauldron Familiar,,0,0.0,0,0,0,2.00
 9,Quirion Ranger,,0,0.0,0,0,0,99.00
 15,"Ulamog, the Defiler",,0,0.0,0,0,0,47.00
 18,Night's Whisper,,0,0.0,0,0,0,2.00
 2,Food Token,,0,0.0,0,0,0,6.50
 29,Deadly Dispute,,0,0.0,0,0,0,2.50
 242,Agatha's Soul Cauldron,,0,0.0,0,0,0,49.00
 269,Cavern of Souls,,0,0.0,0,0,0,49.00
 161,Ancient Copper Dragon,,0,0.0,0,0,0,99.00
 2,Natural Order,,0,0.0,0,0,0,59.00
 3,Farseek,,0,0.0,0,0,0,11.00
 39,Teleportation Circle,,0,0.0,0,0,0,28.00
 2,Oltec Matterweaver,,0,0.0,0,0,0,2.00
 2,Disdainful Stroke,,0,0.0,0,0,0,0.50
 275,"Zilortha, Strength Incarnate",,0,0.0,0,0,0,9.00
 111,Angelic Skirmisher,,0,0.0,0,0,0,3.00
 8,"Elesh Norn, Grand Cenobite",,0,0.0,0,0,0,85.00
 60,"Jace, Vryn's Prodigy",,0,0.0,0,0,0,85.00
 157,Screaming Nemesis,,0,0.0,0,0,0,34.00
 4,Capsize,,0,0.0,0,0,0,28.00
 13,Vengevine,,0,0.0,0,0,0,15.00
 8,Fatal Push,,0,0.0,0,0,0,3.50
 1,Terror of the Peaks,,0,0.0,0,0,0,59.00
 235,Tiamat,,0,0.0,0,0,0,34.00
 8,Wasteland),,0,0.0,0,0,0,42.00
 5,Burning Wish,,0,0.0,0,0,0,21.00
 4,Zombie Token,,0,0.0,0,0,0,21.00
 271,Underground Mortuary,,0,0.0,0,0,0,28.00
 15,"Thalia, Guardian of Thraben",,0,0.0,0,0,0,19.00
 12,"Delney, Streetwise Lookout",,0,0.0,0,0,0,41.00
 223,Wurmcoil Engine,,0,0.0,0,0,0,14.00
 87,Acererak the Archlich,,0,0.0,0,0,0,5.00
 77,Torment of Hailfire,,0,0.0,0,0,0,32.00
 8,Negate,,0,0.0,0,0,0,8.00
 1,Some Disassembly Required,,0,0.0,0,0,0,8.00
 129,Ramunap Excavator,,0,0.0,0,0,0,5.00
 1,Angelic Guardian,,0,0.0,0,0,0,3.00
