JVC 24,Counterspell,,0,0.0,0,0,0,4.00
JVC 23,Daze,,0,0.0,0,0,0,3.00
JVC 27,Gush,,0,0.0,0,0,0,3.00
JVC 29,Terrain Generator,,0,0.0,0,0,0,4.50
JVC 21,Ancestral Vision,,0,0.0,0,0,0,3.50
JVC 22,Mind Stone,,0,0.0,0,0,0,1.00
JVC 1,Jace Beleren,,0,0.0,0,0,0,2.00
JVC 55,Fireblast,,0,0.0,0,0,0,0.50
JVC 12,Mulldrifter,,0,0.0,0,0,0,0.50
JVC 47,Chartooth Cougar,,0,0.0,0,0,0,0.25
JVC 19,Quicksilver Dragon,,0,0.0,0,0,0,0.50
JVC 4,Voidmage Apprentice,,0,0.0,0,0,0,1.00
JVC 50,Seal of Fire,,0,0.0,0,0,0,0.50
JVC 62,Mountain,,0,0.0,0,0,0,0.50
JVC 5,Wall of Deceit,,0,0.0,0,0,0,0.50
JVC 8,Man-o'-War,,0,0.0,0,0,0,0.25
JVC 28,Condescend,,0,0.0,0,0,0,0.50
JVC 57,Demonfire,,0,0.0,0,0,0,0.50
JVC 1,Elemental Shaman Token,,0,0.0,0,0,0,0.50
JVC 41,Inner-Flame Acolyte,,0,0.0,0,0,0,0.25
JVC 6,Willbender,,0,0.0,0,0,0,0.50
JVC 7,Bottle Gnomes,,0,0.0,0,0,0,0.50
JVC 53,Flame Javelin,,0,0.0,0,0,0,0.50
JVC 34,Chandra Nalaar,,0,0.0,0,0,0,1.00
JVC 26,Fact or Fiction,,0,0.0,0,0,0,0.50
JVC 40,Flamewave Invoker,,0,0.0,0,0,0,0.50
JVC 9,Ophidian,,0,0.0,0,0,0,0.25
JVC 15,Riftwing Cloudskate,,0,0.0,0,0,0,0.50
JVC 16,Spire Golem,,0,0.0,0,0,0,0.25
JVC 42,Flametongue Kavu,,0,0.0,0,0,0,0.50
JVC 44,Rakdos Pit Dragon,,0,0.0,0,0,0,0.50
JVC 33,Island,,0,0.0,0,0,0,0.50
JVC 2,Martyr of Frost,,0,0.0,0,0,0,0.25
JVC 25,Repulse,,0,0.0,0,0,0,0.25
JVC 37,Soulbright Flamekin,,0,0.0,0,0,0,0.25
JVC 51,Incinerate,,0,0.0,0,0,0,0.50
JVC 48,Hostility,,0,0.0,0,0,0,0.50
JVC 45,Ingot Chewer,,0,0.0,0,0,0,0.50
JVC 36,Fireslinger,,0,0.0,0,0,0,0.25
JVC 58,Keldon Megaliths,,0,0.0,0,0,0,0.50
JVC 54,Cone of Flame,,0,0.0,0,0,0,0.50
JVC 20,Errant Ephemeron,,0,0.0,0,0,0,0.25
JVC 3,Fathom Seer,,0,0.0,0,0,0,0.25
JVC 32,Island,,0,0.0,0,0,0,0.50
JVC 52,Magma Jet,,0,0.0,0,0,0,0.50
JVC 39,Slith Firewalker,,0,0.0,0,0,0,0.50
JVC 11,Waterspout Djinn,,0,0.0,0,0,0,0.50
JVC 17,Aethersnipe,,0,0.0,0,0,0,0.25
JVC 13,Air Elemental,,0,0.0,0,0,0,0.50
JVC 18,Brine Elemental,,0,0.0,0,0,0,0.50
JVC 56,Fireball,,0,0.0,0,0,0,0.50
JVC 49,Firebolt,,0,0.0,0,0,0,0.25
JVC 35,Flamekin Brawler,,0,0.0,0,0,0,0.25
JVC 10,Fledgling Mawcor,,0,0.0,0,0,0,0.50
JVC 43,Furnace Whelp,,0,0.0,0,0,0,0.50
JVC 14,Guile,,0,0.0,0,0,0,1.00
JVC 30,Island,,0,0.0,0,0,0,0.50
JVC 31,Island,,0,0.0,0,0,0,0.50
JVC 59,Mountain,,0,0.0,0,0,0,0.50
JVC 60,Mountain,,0,0.0,0,0,0,0.50
JVC 61,Mountain,,0,0.0,0,0,0,0.50
JVC 46,Oxidda Golem,,0,0.0,0,0,0,0.25
JVC 38,Pyre Charger,,0,0.0,0,0,0,0.50
